TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,Income,Expenditure,GiftsTransaction,TransactionDate,TransactionTime,TransactionAmount,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,EmailDomain,Terrorism,UserTenure,IsFraud
14275,4628,51,Male,Professional,Bachelor,Married,1,59331.53,22225.63,2421.5,2023-08-24,07:11:10 PM,364.79,M001,Purchase,Adelaide,Mobile,-37.0201,144.9646,timothywalker@tempmail.com,False,86,0
15405,599,18,Male,Student,Bachelor,Single,3,55251.27,47296.7,15396.16,2023-09-22,22:01:33,152.94,M003,Purchase,Sydney,Mobile,-37.0201,144.9646,gilbertsharon@tempmail.com,True,75,0
17671,352,32,woman,Professional,High School,Single,4,74766.37,106852.35,3973.26,2023-01-30,09:04:42,374.18,M003,Transfer,Sydney,Tablet,-25.042261,117.793221,cheryl20@gmail.com,False,66,0
16003,566,22,Female,Professional,High School,Single,4,42341.08,42185.68,11705.03,2023-11-26,17:47:39,340.5,M001,Purchase,Melbourne,Tablet,-25.042261,117.793221,michelle44@outlook.com,True,41,0
3896,4895,21,Male,Professional,Bachelor,Single,0,42989.29,17987.03,1081.5,2023-03-03,01:30:14,14.73,M008,Purchase,Hobart,Mobile,-31.840233,145.612793,kelly71@outlook.com,False,59,1
14490,1856,36,Male,Professional,Bachelor,Married,0,69044.04,49940.3,1682.36,2023-05-12,03:22:00,195.49,M008,Transfer,Canberra,Mobile,-25.042261,117.793221,wendy85@disposable.com,True,31,1
1349,3613,24000,Male,Unemployed,High School,Widowed,2,72453.72,40632.88,6238.75,2023-10-25,14:55:09,183.98,M005,Transfer,Melbourne,Desktop,-37.0201,144.9646,pamela16@gmail.com,False,89,0
18145,3678,34,Female,Professional,High School,Single,2,68843.03,99498.11,529.2,2023-10-08,20:34:35,74.16,M006,Transfer,Hobart,Mobile,-31.840233,145.612793,allenvaldez@outlook.com,False,96,0
13484,38,30,isnotmale,Student,High School,Married,4,47201.66,28568.71,2323.62,2023-11-02,08/22/25,346.13,M002,Purchase,Adelaide,Mobile,-37.0201,144.9646,robertsondestiny@outlook.com,False,45,0
3777,3607,18,Female,Student,Master,Divorced,4,121128.13,76518.92,4924.91,2023-08-29,05:14:51,1014.54,M002,Purchase,Sydney,Tablet,-31.840233,145.612793,evan85@outlook.com,True,97,1
15196,4857,31,Male,Student,Master,Married,2,85772.62,82802.98,1423.62,2023-11-17,16:32:37,157.03,M006,Purchase,Perth,Mobile,-20.917574,142.702789,garyphillips@outlook.com,False,46,0
15544,914,18,Female,Professional,Bachelor,Married,1,101803.09,169244.5,7451.6,2023-08-30,09:54:53,209.95,M007,Purchase,Mel,Desktop,-20.917574,142.702789,kimberlybray@yahoo.com,False,70,0
16579,1948,18,Female,Unemployed,Master,Married,2,47755.27,82389.87,6738.41,2023-02-03,03:22:27,1404.6,M001,Transfer,Perth,Mobile,-31.840233,145.612793,alopez@outlook.com,True,110,1
4050,168,30,Female,Professional,Bachelor,Married,1,79839.45,50925.43,5876.66,2023-12-10,19:21:01,478.96,M006,Payment,Sydney,Mobile,-37.0201,144.9646,henryjohnson@outlook.com,False,105,0
18269,1595,36,Female,Professional,High School,Widowed,2,31972.59,51277.94,2233.75,2023-08-18,22:52:40,178.54,M007,Purchase,Brisbane,android,-31.840233,145.612793,ericgonzales@yahoo.com,True,25,0
7705,304,18,Male,Professional,Bachelor,Married,4,49501.31,26855.01,354.06,2023-11-17,17:03:57,124.15,M001,Transfer,Canberra,Mobile,-37.0201,144.9646,aellis@yahoo.com,True,40,0
11167,911,40,Female,Professional,PhD,Married,2,75403.33,46144.39,665.01,2023-10-06,04:28:10 PM,64.99,M004,Purchase,Hobart,Desktop,-20.917574,142.702789,maybrian@outlook.com,False,22,0
2762,4376,45,Female,Professional,High School,Married,2,95109.99,48891.78,764.2,2023-09-08,01:08:46 AM,1366.93,M004,Purchase,Darwin,Desktop,-37.0201,144.9646,reneeburgess@securemail.com,False,6,1
3581,3765,22,Female,Professional,Bachelor,Divorced,0,50069.05,18704.01,977.15,2023-06-28,08:59:07,10.2,M008,Transfer,Perth,Desktop,28.16951,94.8006,heathererickson@yahoo.com,False,14,0
7105,2032,35,Male,Student,Master,Married,0,55818.62,25449.35,1550.62,2023-12-04,05:58:32,239.44,M008,Transfer,Perth,android,-37.0201,144.9646,kristin99@outlook.com,True,23,1
6372,2221,36,Male,Professional,High School,Single,1,100540.85,49337.05,2924.21,2023-12-09,02:22:14,53.33,M008,Withdrawal,Perth,Mobile,-20.917574,142.702789,james12@yahoo.com,False,52,1
14330,2002,25,Female,Professional,Bachelor,Married,1,61186.34,41228.57,1969.8,2023-03-16,03:30:18,12.62,M004,Purchase,Perth,Mobile,-37.0201,144.9646,mary22@gmail.com,False,31,1
9366,1363,30,Male,Student,Bachelor,Married,3,50548.33,29352.45,2146.05,2023-02-26,09:51:36,16357.95,M006,Transfer,Darwin,Mobile,-37.0201,144.9646,martinezterrance@tempmail.com,False,82,1
5062,2806,55,Male,Retired,High School,Single,0,65487.51,51490.74,3285.71,2023-11-01,15:57:30,154.18,M004,Payment,Darwin,Tablet,-31.840233,145.612793,wmason@yahoo.com,True,24,0
3602,3026,38,Female,Retired,High School,Married,2,64049.6,45132.92,4841.43,2023-10-27,15:10:50,68.41,M006,Purchase,Perth,Mobile,-31.840233,145.612793,michael47@outlook.com,True,7,0
13948,1419,28,woman,Student,High School,Single,2,29872.84,15451.66,820.42,2023-12-29,15:33:21,527.0,M008,Payment,Canberra,Tablet,-31.840233,145.612793,christinamckenzie@tempmail.com,False,45,0
6948,3608,31,Female,Professional,PhD,Married,1,113393.81,67250.82,5506.5,2023-12-15,06:49:30,287.02,M004,Purchase,Hobart,iphone 15,-41.640079,146.315918,brian94@gmail.com,False,81,0
7756,2756,39,Female,Professional,Bachelor,Single,2,156205.9,57405.2,3467.04,2023-01-18,07:35:47 AM,127.08,M006,Withdrawal,Adelaide,Mobile,-20.917574,142.702789,mjohnson@securemail.com,False,107,1
9212,3695,-41,Male,Professional,High School,Married,3,148432.99,59535.12,3103.52,2023-11-14,12:32:09,134.81,M003,Withdrawal,Darwin,Tablet,-31.840233,145.612793,gailallen@disposable.com,False,85,1
8897,4163,27,Female,Professional,High School,Single,4,59645.28,22964.67,1081.82,2023-09-19,13/36/37,116.8,M006,Transfer,Perth,Desktop,-31.840233,145.612793,teresajennings@securemail.com,False,27,0
12125,3955,18,man,Professional,High School,Single,4,81955.39,33691.85,3105.69,2023-06-21,09:27:43,64.49,M005,Purchase,Hobart,Desktop,-31.840233,145.612793,amason@gmail.com,True,17,0
16076,4174,28,Male,Professional,Bachelor,Married,1,32899.58,42376.79,2279.32,2023-08-11,16:08:01,93.27,M001,Purchase,Hobart,iphone 15,-20.917574,142.702789,karlawest@gmail.com,False,45,0
6017,3724,37,Male,Professional,Bachelor,Divorced,4,42985.13,14831.33,1993.43,2023-09-02,03:40:02,223.36,M006,Withdrawal,Brisbane,Desktop,-25.042261,117.793221,changemily@gmail.com,True,62,1
17727,4019,41,Male,Professional,Bachelor,Single,0,142227.35,175559.77,28437.42,2023-11-29,21:06:27,33.67,M003,Purchase,Melbourne,Mobile,-20.917574,142.702789,khopkins@yahoo.com,True,107,0
2956,2784,31,man,Student,High School,Widowed,4,84026.67,47914.85,1533.23,2023-10-29,17:19:00,430.58,M006,Purchase,Perth,Mobile,-30.000233,136.209152,andrewjohnson@gmail.com,True,82,0
13181,667,31,Male,Student,Bachelor,Married,4,43781.93,15599.72,1177.93,2023-08-15,01:15:31,35.45,M001,Transfer,Sydney,Tablet,-37.0201,144.9646,dturner@yahoo.com,False,56,1
14982,1604,39,Female,Professional,Master,Married,3,37413.88,59539.26,2922.16,2023-12-30,11:21:06,186.35,M005,Withdrawal,Hobart,Desktop,-31.840233,145.612793,jessica53@yahoo.com,False,103,1
7520,109,38,Female,Retired,Bachelor,Married,0,95645.42,70718.85,1423.86,2023-11-09,15/07/31,85.06,M004,Purchase,Adelaide,Desktop,-31.840233,145.612793,william70@yahoo.com,False,62,0
1103,3585,47,Female,Unemployed,High School,Widowed,4,91702.84,45549.92,3215.5,2023-11-08,15/38/02,198.38,M004,Withdrawal,Adelaide,Mobile,-20.917574,142.702789,smithkelly@gmail.com,False,47,1
16942,2124,26,Female,Professional,High School,Single,4,69478.46,106387.17,4543.31,2023-12-26,19:57:47,1371.29,M007,Transfer,Brisbane,Mobile,-31.840233,145.612793,manuel60@outlook.com,False,98,0
17326,2180,42,Female,Professional,High School,Widowed,2,74562.75,105040.55,4962.79,2023-04-09,10/50/26,1408.37,M004,Payment,Perth,Mobile,-37.0201,144.9646,carrollrobert@tempmail.com,False,75,0
13872,4830,27,Female,Professional,Bachelor,Single,2,66706.57,27189.03,5100.14,2023-07-12,23:59:59,242.03,M007,Withdrawal,Perth,Desktop,-31.840233,145.612793,roberthernandez@outlook.com,True,74,1
14195,2853,37,Female,Professional,High School,Single,3,75576.17,48281.42,2593.14,2023-12-17,19:18:22,325.49,M003,Transfer,Adelaide,Desktop,-35.473469,149.012375,qbradshaw@outlook.com,False,79,0
1558,1167,29000,Male,Retired,Bachelor,Married,2,70812.28,21729.63,3866.5,2023-03-25,18:23:02,126.95,M007,Purchase,Brisbane,iphone 15,-35.473469,149.012375,jeanetteanderson@tempmail.com,True,108,0
2488,3237,22,Female,Student,PhD,Single,1,62344.14,44741.65,4860.74,2023-04-21,03:10:16,3.55,M005,Transfer,Adelaide,galaxys7,-31.840233,145.612793,audreychan@disposable.com,False,91,1
16050,3607,18,Female,Student,Master,Divorced,4,121128.13,190532.11,9656.69,2023-08-29,03/23/06,2955.32,M003,Purchase,Sydney,Desktop,-31.840233,145.612793,evan85@outlook.com,True,97,1
16956,4111,30,Female,Unemployed,Master,Single,1,101485.88,194987.92,15299.79,2023-11-01,22/52/19,131.08,M008,Purchase,Perth,Mobile,-20.917574,142.702789,colleenreese@tempmail.com,True,61,0
3523,299,30,Male,Professional,Bachelor,Married,2,74324.68,51452.03,2574.69,2023-11-25,00:00:00,282.77,M008,Withdrawal,Adelaide,Mobile,-31.840233,145.612793,katherinehuang@tempmail.com,False,91,1
4542,3765,22000,Female,Professional,Bachelor,Divorced,0,50069.05,18704.01,977.15,2023-06-28,08:49:49,295.07,M003,Transfer,Perth,Mobile,-25.042261,117.793221,heathererickson@yahoo.com,False,14,0
12042,2060,-27,Male,Professional,Master,Married,0,42653.09,27601.93,3866.54,2023-08-22,02:42:01,1878.46,M004,Transfer,Darwin,Mobile,-20.917574,142.702789,chasedavid@gmail.com,True,24,1
3400,1721,39,Female,Professional,Bachelor,Married,1,57894.93,45599.74,1055.2,2023-07-11,12:22:19,739.87,M007,Transfer,Hobart,Mobile,-37.0201,144.9646,romerosusan@yahoo.com,True,38,0
10923,2461,35,Male,Professional,High School,Married,4,76809.04,24370.15,647.17,2023-11-24,11:25:53 AM,105.06,M002,Purchase,Canberra,Desktop,-25.042261,117.793221,edwardsmary@outlook.com,True,55,0
18000,2879,29,Male,Professional,Master,Single,1,42770.66,73585.58,1108.55,2023-08-21,21:50:48,1649.67,M007,Payment,Brisbane,Desktop,-37.0201,144.9646,mendozarichard@yahoo.com,True,69,0
16425,4850,33,Female,Student,High School,Married,0,58435.18,81052.21,406.98,2023-11-30,04:42:59 AM,93.29,M008,Purchase,Perth,android,-31.840233,145.612793,debbiemcintyre@yahoo.com,False,33,1
9313,4660,24000,Male,Student,High School,Married,0,145597.76,105079.53,11860.81,2023-10-07,14/18/18,17.84,M005,Transfer,Brisbane,Mobile,-31.840233,145.612793,christian51@gmail.com,False,100,0
2272,4419,-44,Male,Professional,High School,Married,3,61538.38,38471.74,683.53,2023-06-22,19/06/41,45.8,M001,Transfer,Canberra,Mobile,-37.0201,144.9646,kennethsingh@gmail.com,False,103,0
2374,1823,18,Male,Professional,Master,Married,3,83279.2,38160.63,2262.97,2023-06-16,22:51:23,134.65,M006,Purchase,Sydney,android,-25.042261,117.793221,rebeccaallen@outlook.com,False,105,0
9559,4148,40,Male,Student,Bachelor,Married,0,51459.9,27384.05,4883.97,2023-11-02,05:57:11,388.77,M003,Withdrawal,Perth,Mobile,-41.640079,146.315918,crystal84@gmail.com,True,93,1
9896,2396,28,Male,Professional,Bachelor,Married,3,81288.29,24546.3,1300.46,2023-01-06,18:03:06,941.25,M003,Withdrawal,Brisbane,Desktop,-31.840233,145.612793,fphelps@gmail.com,False,25,1
18041,3534,18,woman,Professional,Bachelor,Divorced,1,142958.9,167207.38,26812.58,2023-12-22,20:56:56,184.78,M007,Withdrawal,Sydney,Mobile,-37.0201,144.9646,tylermeza@gmail.com,True,119,1
292,4955,-31,Male,Professional,High School,Married,3,146593.14,62403.66,442.68,2023-12-16,11:59:21,43.07,M003,Purchase,Adelaide,Mobile,-20.917574,142.702789,judy58@yahoo.com,False,25,0
2870,497,21,Male,Professional,High School,Married,2,44873.88,28837.13,1582.97,2023-05-27,03:22:20,36.92,M007,Purchase,Sydney,Tablet,-31.840233,145.612793,james83@securemail.com,False,22,1
10887,1646,53000,he,Student,High School,Single,4,26580.9,14936.18,859.19,2023-03-17,07:50:26 PM,54.56,M007,Payment,Brisbane,Desktop,-37.0201,144.9646,vincentkelley@gmail.com,False,37,0
10801,4492,51,Male,Professional,Bachelor,Single,0,134535.37,80153.74,4397.73,2023-10-03,04:25:22,405.14,M001,Purchase,Brisbane,Mobile,-20.917574,142.702789,kfox@yahoo.com,False,35,1
9862,1910,47000,Male,Professional,High School,Single,0,80545.47,43271.21,1517.41,2023-12-06,16/33/44,681.58,M005,Payment,Canberra,Mobile,-25.042261,117.793221,robertswilliam@securemail.com,False,90,0
17202,4829,38,Female,Student,PhD,Single,3,58414.24,59241.86,10143.77,2023-02-17,18:29:42,56.76,M008,Withdrawal,Adelaide,Desktop,-25.042261,117.793221,oduncan@outlook.com,False,78,1
4879,1610,18,Male,Professional,PhD,Single,0,74561.79,25356.27,787.96,2023-12-04,15:04:15,48.49,M003,Withdrawal,Melbourne,Desktop,-31.840233,145.612793,jenniferhernandez@outlook.com,True,32,0
17563,327,25,Female,Professional,High School,Single,3,52557.19,83371.57,10315.17,2023-12-17,01:11:21 AM,2883.35,M007,Transfer,Melbourne,android,-31.840233,145.612793,deannasmith@outlook.com,False,81,0
17495,3570,31,Male,Student,Bachelor,Married,4,100655.74,177746.41,9536.21,2023-01-25,10:04:39 PM,58977.85,M007,Transfer,Adelaide,Tablet,-37.0201,144.9646,uestes@yahoo.com,True,100,1
15115,2678,49,Male,Retired,High School,Single,1,142229.67,185969.39,4355.59,2023-02-08,19:51:19,155.84,M002,Transfer,Perth,Tablet,-20.917574,142.702789,natalie18@outlook.com,False,64,0
4418,1593,23,Male,Student,High School,Married,0,39367.57,20187.36,1105.73,2023-07-03,12:45:07,47.06,M008,Withdrawal,Hobart,Mobile,-37.0201,144.9646,christina17@yahoo.com,False,51,1
12876,3356,35,Female,Professional,Master,Married,1,27561.04,21806.88,1268.99,2023-11-14,04:40:01 AM,671.49,M008,Purchase,Canberra,Mobile,-31.840233,145.612793,wendycox@yahoo.com,True,98,1
9575,3250,-52,man,Professional,Bachelor,Single,2,55666.31,29339.16,825.05,2023-11-01,05/06/34,3.68,M006,Purchase,Sydney,Tablet,-31.840233,145.612793,walkerjane@yahoo.com,False,33,1
356,1794,43,Female,Student,High School,Married,4,71753.44,51918.74,2264.95,2023-11-18,01:44:36,43.31,M001,Transfer,Melbourne,iphone 15,-20.917574,142.702789,bward@securemail.com,False,64,0
686,2484,27,he,Professional,High School,Single,2,33098.95,16785.9,1720.14,2023-12-28,11:19:49,262.28,M006,Purchase,Brisbane,mob,-31.840233,145.612793,gregory19@disposable.com,False,15,0
4584,3175,43,Male,Professional,Bachelor,Single,2,37759.91,29235.6,49.03,2023-12-09,21:36:16,255.38,M001,Purchase,Hobart,Mobile,-20.917574,142.702789,barnesleslie@yahoo.com,True,31,0
837,3643,40,Male,Student,High School,Single,3,44584.26,19806.2,2900.47,2023-10-25,04:20:57 AM,43.01,M004,Withdrawal,Adelaide,Desktop,-31.840233,145.612793,mackmelinda@gmail.com,True,19,1
7013,4605,39,Female,Student,PhD,Married,0,119426.16,85940.02,4725.79,2023-12-10,07:09:22,293.27,M001,Purchase,Darwin,Tablet,-31.840233,145.612793,kschultz@gmail.com,True,18,0
15157,4652,40,Female,Professional,Master,Single,2,81133.32,83855.31,935.5,2023-09-07,06:35:39 PM,715.32,M008,Payment,Perth,Mobile,-31.840233,145.612793,carlos27@outlook.com,False,21,0
15354,3775,57,Female,Retired,Master,Married,0,76437.42,125093.67,10790.29,2023-09-17,13:03:03,239.86,M005,Transfer,Darwin,Mobile,-37.0201,144.9646,jessicaharvey@gmail.com,False,94,0
9921,4043,26,Male,Professional,Master,Single,2,79714.41,49272.1,2555.96,2023-11-20,05:22:15 AM,307.33,M002,Purchase,Perth,Mobile,-35.473469,149.012375,kristinawang@gmail.com,False,11,1
1726,4097,21,Female,Professional,Bachelor,Widowed,4,76549.37,54366.1,3766.83,2023-11-26,01:38:37 AM,83.16,M008,Purchase,Perth,galaxys7,-20.917574,142.702789,cathymoore@gmail.com,False,66,1
17485,4489,32,Female,Retired,Bachelor,Single,0,99223.3,167261.94,6555.27,2023-07-28,07:57:10 PM,287.43,M007,Purchase,Sydney,Desktop,-37.0201,144.9646,maryvega@gmail.com,True,59,0
14887,4284,38,Male,Professional,High School,Married,1,37631.54,70170.39,4976.94,2023-12-11,08:24:46,592.26,M008,Transfer,Sydney,Desktop,-31.840233,145.612793,deborah65@gmail.com,True,105,0
2362,2732,33,Female,Student,Bachelor,Single,3,51511.79,33322.31,1247.3,2023-07-27,20:27:47,145.17,M007,Transfer,Melbourne,Desktop,-31.840233,145.612793,ggriffith@yahoo.com,False,93,0
13873,1728,24,Female,Professional,Master,Single,4,65778.71,45949.37,4451.09,2023-10-21,21:39:30,58.93,M003,Withdrawal,Hobart,Mobile,-31.840233,145.612793,hartkristen@gmail.com,True,32,1
3179,2675,26,Male,Professional,Bachelor,Married,2,91016.2,63999.49,4887.76,2023-12-21,18/29/43,146.41,M008,Payment,Adelaide,Tablet,-31.840233,145.612793,zcox@yahoo.com,True,46,0
17573,4842,37,Female,Professional,Bachelor,Married,3,32778.78,41558.87,10011.37,2023-11-28,08:20:59,367.87,M007,Withdrawal,Sydney,Mobile,-20.917574,142.702789,michellebraun@gmail.com,False,93,1
16206,2413,49,Female,Unemployed,High School,Married,4,60330.32,67019.42,5330.64,2023-10-29,02:22:04,207.88,M006,Purchase,Darwin,Mobile,-20.917574,142.702789,charles63@securemail.com,True,92,1
13186,151,-23,Female,Student,Bachelor,Married,1,69813.83,23085.53,2401.51,2023-02-23,17:27:41,88.98,M005,Transfer,Adelaide,Mobile,-37.0201,144.9646,amy78@tempmail.com,True,112,0
4223,3547,40,Male,Professional,High School,Single,1,103765.71,79804.98,357.79,2023-08-20,15:25:15,461.55,M007,Purchase,Darwin,Mobile,-30.000233,136.209152,benjamin53@outlook.com,False,119,0
11361,2340,30,Male,Professional,High School,Married,3,68104.39,28581.16,5922.18,2023-12-10,04:17:41 PM,180.48,M001,Withdrawal,Hobart,Desktop,-37.0201,144.9646,renee48@securemail.com,True,12,1
9478,2982,27,Male,Student,High School,Married,2,41918.64,20978.49,1864.0,2023-11-22,20:21:56,399.0,M004,Transfer,Sydney,Mobile,-37.0201,144.9646,kellycox@disposable.com,True,37,0
7379,4795,44,Female,Professional,Master,Single,3,27120.05,14636.81,279.44,2023-07-05,23:59:59,159.25,M005,Withdrawal,Perth,Mobile,-37.0201,144.9646,kathleenwebster@yahoo.com,False,106,1
8101,1444,18000,Female,Student,High School,Married,3,97596.69,31529.56,13550.01,2023-09-17,12:03:38,205.11,M005,Purchase,Adelaide,Tablet,-20.917574,142.702789,rojasjames@yahoo.com,True,110,0
6967,3963,37,Female,Professional,Bachelor,Single,2,59926.02,37549.19,6019.77,2023-03-06,22:26:43,55.82,M002,Purchase,Canberra,Desktop,-31.840233,145.612793,randolphcarla@gmail.com,False,35,0
6166,1875,18,Male,Student,Bachelor,Single,2,57057.41,24152.13,2826.22,2023-08-15,07:03:04,250.83,M005,Withdrawal,Perth,Mobile,-20.917574,142.702789,icarlson@tempmail.com,False,99,1
6461,4663,36,Female,Professional,Bachelor,Married,3,87817.15,46665.54,8128.49,2023-12-18,11:35:35,59.77,M008,Purchase,Brisbane,Mobile,-20.917574,142.702789,amaldonado@outlook.com,True,60,0
3061,2126,27,man,Student,Master,Married,4,45491.88,27481.19,2299.77,2023-04-08,09:28:48,96.94,M002,Purchase,sydney,Desktop,-37.0201,144.9646,jmartinez@gmail.com,True,97,0
889,4703,18,Female,Professional,High School,Married,4,37522.53,21307.81,3136.53,2023-12-03,09:57:05,133.62,M005,Withdrawal,Adelaide,Desktop,-31.840233,145.612793,mary26@tempmail.com,False,88,1
966,3422,22,Male,Professional,High School,Single,3,43942.6,21601.02,1555.69,2023-05-01,10:42:53,16.24,M003,Transfer,Adelaide,Mobile,-37.0201,144.9646,ifreeman@securemail.com,False,113,0
9958,3199,23,Female,Professional,High School,Married,4,69946.41,43817.66,5453.67,2023-07-29,06:55:34 PM,348.24,M006,Purchase,Darwin,mob,-31.840233,145.612793,scole@gmail.com,False,37,0
1963,3553,26000,Female,Professional,High School,Single,4,88006.91,63457.99,4387.69,2023-11-16,14:50:26,234.61,M007,Payment,Brisbane,Mobile,-31.840233,145.612793,bradleybrandon@gmail.com,False,58,0
12561,58,39,Male,Student,High School,Single,4,35589.67,14940.17,2376.52,2023-03-31,07:48:24,36.48,M007,Transfer,Canberra,android,-37.0201,144.9646,zalvarez@gmail.com,False,83,0
14812,1111,22,Male,Professional,Bachelor,Married,1,61545.66,55238.56,4796.68,2023-05-23,00:41:00,442.64,M007,Purchase,Darwin,Tablet,-31.840233,145.612793,masonjoseph@gmail.com,True,107,1
17895,4871,33,Male,Student,Bachelor,Single,0,43355.04,73284.41,1617.09,2023-09-30,02:47:26,2889.06,M001,Withdrawal,Melbourne,Desktop,-37.0201,144.9646,allenjill@gmail.com,False,66,1
13314,2375,38,Male,Professional,PhD,Married,4,42407.18,22269.36,3226.1,2023-12-09,19:07:30,519.38,M005,Transfer,Canberra,Mobile,-37.0201,144.9646,hperkins@outlook.com,False,3,0
10747,864,-35,Female,Professional,High School,Married,0,91393.44,36563.84,4785.3,2023-08-16,19:14:13,24.48,M008,Purchase,Canberra,Mobile,-20.917574,142.702789,hshepard@tempmail.com,False,16,0
2835,3884,41,Male,Student,High School,Married,3,91759.8,68532.05,3600.27,2023-03-12,03:16:34,997.98,M006,Purchase,Darwin,android,-25.042261,117.793221,brownnatasha@gmail.com,True,60,1
7213,2964,24,fem,Professional,Bachelor,Single,4,70813.66,40514.13,2684.39,2023-09-27,05:21:39 PM,27.77,M006,Purchase,Darwin,Desktop,-20.917574,142.702789,cstark@gmail.com,False,31,0
